Date,Bitcoin_Price,Gold_Price,Bitcoin_Weekly_Return,Gold_Weekly_Return
2023-01-13,18859.32,178.76,11.920563207429025,2.9071440907259216
2023-01-20,20672.78,179.29,9.6157231543873234,0.29648690982322368
2023-01-27,23008.29,179.22,11.297512961488509,-0.039042891404983404
2023-02-03,23722.02,173.46,3.1020558242268237,-3.2139270170739809
2023-02-10,21794.05,173.36,-8.1273432869544919,-0.057650178715551448
2023-02-17,24340.73,171.26,11.68520765988883,-1.2113520996769878
2023-02-24,23946.39,168.35,-1.6200828816555601,-1.6991708513371506
2023-03-03,23641.68,172.49,-1.2724673739966663,2.4591624591624672
2023-03-10,20363.36,173.87,-13.866696444584313,0.80004637950026325
2023-03-17,24376.39,183.77,19.707111203652051,5.69390924253752
2023-03-24,28332.42,183.65,16.228941200891512,-0.065299015073194688
2023-03-31,28355.92,183.22,0.082943850189987067,-0.23414102913150714
2023-04-07,28039.94,186.49,-1.1143352076039115,1.7847396572426621
2023-04-14,29899.24,186.36,6.6308986395834157,-0.069708831572734553
2023-04-21,28243.02,184.25,-5.5393381236446215,-1.1322172139944242
2023-04-28,28429.72,184.8,0.66104828732904686,0.29850746268658135
2023-05-05,28851.84,187.46,1.4847842328380212,1.4393939393939403
2023-05-12,27617.14,186.81,-4.2794497681950316,-0.34674063800277377
2023-05-19,26833.27,183.64,-2.8383460416248729,-1.6969113002516023
2023-05-26,26327.38,180.92,-1.8853087976232419,-1.4811587889348665
2023-06-02,26814.77,181.05,1.8512666281263135,0.0718549635198018
2023-06-09,26352.2,182.04,-1.7250567504401459,0.54681027340512944
2023-06-16,25575.69,181.63,-2.9466609998406335,-0.22522522522522292
2023-06-23,29992.98,178.2,17.271440184018495,-1.8884545504597283
2023-06-30,30449.16,178.27,1.5209559036814646,0.039281705948379653
2023-07-07,30502.55,178.64,0.17534145441122639,0.20755034498232128
2023-07-14,31485.37,181.43,3.222091267779259,1.5618002686968335
2023-07-21,29912.48,182.18,-4.9956217760820376,0.41338257179077686
2023-07-28,29213.94,181.86,-2.3352794552641609,-0.175650455593368
2023-08-04,29152.45,180.19,-0.21048170838988689,-0.91828879357748194
2023-08-11,29433.98,177.6,0.965716432066599,-1.4373716632443578
2023-08-18,28701.48,175.33,-2.4886202953185443,-1.2781531531531387
2023-08-25,26165.4,177.62,-8.8360600219918872,1.3061084811498258
2023-09-01,27301.12,180.11,4.3405413255673375,1.4018691588784993
2023-09-08,26243.47,178.08,-3.8740168901495564,-1.1270890011659596
2023-09-15,26227.98,178.34,-0.059024206783631072,0.14600179694519433
2023-09-22,26569.6,178.62,1.3025021370307588,0.15700347650555724
2023-09-29,26357.65,171.45,-0.797716186920383,-4.0141081625797881
2023-10-06,27416.69,169.7,4.0179606300257964,-1.0207057451151913
2023-10-13,26867.79,178.83,-2.0020651654156563,5.380082498526817
2023-10-20,28723.49,183.59,6.9067831779241917,2.66174579209304
2023-10-27,34493.19,186.15,20.087043740158329,1.3944114603192004
2023-11-03,34934.65,184.79,1.2798468335343927,-0.73059360730594047
2023-11-10,35629.52,179.51,1.9890567101716883,-2.8572974728069744
2023-11-17,36155.5,183.67,1.476247785544138,2.3174196423597637
2023-11-24,37427.42,185.52,3.5179156698150971,1.0072412478902448
2023-12-01,37711.79,192.01,0.75979054928179135,3.4982751185855809
2023-12-08,43745.3,185.64,15.999001903648713,-3.3175355450236976
2023-12-15,43023.24,187.0,-1.6506001787620739,0.73260073260073
2023-12-22,43639.9,190.27,1.4333183646791925,1.7486631016042864
2023-12-29,42609.23,191.17,-2.3617606823113646,0.47301203552845283
2024-01-05,42854.95,189.35,0.5766825638482409,-0.95203222262907339
2024-01-12,46355.63,189.71,8.1686712970147077,0.19012410879324371
2024-01-19,42742.78,187.93,-7.7937674452919765,-0.93827420800168815
2024-01-26,39925.5,187.01,-6.5912418424819315,-0.48954397914118264
2024-02-02,42557.22,188.61,6.5915768118119944,0.85556922089728982
2024-02-09,45312.45,187.6,6.4741775896075771,-0.53549652722549856
2024-02-16,51821.86,186.34,14.365610334466595,-0.67164179104477473
2024-02-23,51303.43,188.62,-1.0004079359559825,1.2235698186111366
2024-03-01,62498.79,192.89,21.821854796063334,2.2638108366026755
2024-03-08,66937.0,201.63,7.1012734806545907,4.531079890092804
2024-03-15,73094.37,199.71,9.1987540523178488,-0.95223925011158617
2024-03-22,65493.16,200.35,-10.399173014282759,0.32046467377697674
2024-03-29,69446.79,205.72,6.0367067339551106,2.6803094584477272
2024-04-05,68526.59,215.14,-1.3250432453393413,4.57903947112579
2024-04-12,70561.73,216.89,2.9698544754671152,0.81342381704936351
2024-04-19,63507.69,221.03,-9.9969771149318376,1.9088016967126364
2024-04-26,64271.73,216.62,1.2030669041812159,-1.9952042709134532
2024-05-03,59120.4,212.96,-8.0149235130282044,-1.6895946819314944
2024-05-10,61182.24,218.71,3.487527147989522,2.7000375657400433
2024-05-17,65231.59,223.66,6.618505631699656,2.2632709981253551
2024-05-24,69133.73,215.92,5.9819789767503684,-3.4606098542430463
2024-05-31,68352.44,215.3,-1.1301140557583023,-0.28714338643941462
2024-06-07,71083.68,211.6,3.9958193153016852,-1.718532280538787
2024-06-14,66757.59,215.73,-6.0859117029394056,1.9517958412098357
2024-06-21,64960.21,214.78,-2.6923979730244851,-0.440365271404064
2024-06-28,61616.04,215.01,-5.1480283084060163,0.10708632088647363
2024-07-05,60145.84,220.93,-2.3860670046306209,2.7533603088228498
2024-07-12,57351.64,223.11,-4.6457078328276724,0.98673788077672242
2024-07-19,64104.91,221.73,11.775199453755825,-0.618528976737942
2024-07-26,65790.91,220.63,2.630063750186995,-0.49609885897262673
2024-08-02,64621.73,225.34,-1.7771148020296446,2.13479581199294
2024-08-09,61698.9,224.56,-4.5229832132318348,-0.34614360521878496
2024-08-16,58727.43,231.99,-4.816082620597772,3.3086925543284629
2024-08-23,60382.01,232.02,2.8173887398103448,0.012931591878961868
2024-08-30,59024.11,231.29,-2.2488486222966064,-0.31462804930609822
2024-09-06,56165.32,230.63,-4.8434275417282846,-0.28535604652167867
2024-09-13,57345.38,238.68,2.1010474079022456,3.4904392316697841
2024-09-20,62938.2,242.21,9.7528693680293053,1.4789676554382458
2024-09-27,63138.8,245.02,0.3187253528064149,1.1601502828124444
2024-10-04,60754.15,245.0,-3.7768376972638129,-0.0081625989715172764
2024-10-11,60574.02,245.47,-0.29649003401414076,0.19183673469387319
2024-10-18,67401.64,251.27,11.271531920780564,2.3628141931804292
2024-10-25,66655.68,253.32,-1.1067386490892561,0.81585545429219142
2024-11-01,70219.02,252.47,5.3458910028372886,-0.33554397599873109
2024-11-08,75642.59,247.96,7.7237905057632394,-1.7863508535667538
2024-11-15,87292.03,236.59,15.400636070235031,-4.5854170027423757
2024-11-22,94354.43,249.84,8.0905438904330662,5.6004057652478956
2024-11-29,95651.51,245.59,1.3746890315589955,-1.7010886967659289
2024-12-06,98768.81,242.95,3.2590180750936337,-1.0749623355999938
2024-12-13,100040.86,244.29,1.2879065769851872,0.551553817657946
2024-12-20,100157.34,242.1,0.116432425710844,-0.89647550042981639
2024-12-27,95685.77,241.4,-4.4645454841352521,-0.28913672036348093
2025-01-03,94409.13,243.49,-1.3342004772496474,0.8657829328914568
2025-01-10,92493.26,248.21,-2.0293270364847182,1.9384779662409146
2025-01-17,100511.85,249.27,8.6693776389760835,0.427057733370928
2025-01-24,103950.37,255.65,3.4210095625540671,2.5594736630962345
2025-01-31,103704.56,258.56,-0.23646861478222592,1.1382749853315
2025-02-07,96564.45,263.9,-6.8850492205935758,2.065284653465338
2025-02-14,97877.16,266.29,1.3594133244687834,0.90564607805989628
2025-02-21,98331.0,270.74,0.46368325358030482,1.6711104435014335
2025-02-28,84115.7,263.27,-14.45658032563485,-2.7591046760729987
2025-03-07,89920.13,268.39,6.9005310542502807,1.9447715273293698
2025-03-14,83703.69,275.24,-6.91329071699518,2.5522560453072218
2025-03-21,84174.28,278.49,0.56220938407851584,1.1807876762098601
2025-03-28,86907.02,284.06,3.2465261360121067,2.000071815864124
2025-04-04,83102.81,279.72,-4.3773333845758433,-1.5278462296697826
2025-04-11,82575.64,297.93,-0.63435881410026651,6.5100815100815
2025-04-18,84915.2,306.12,2.8332326579606271,2.7489678783606974
2025-04-25,93708.71,304.73,10.355637153301188,-0.45407029922905906
2025-05-02,93782.18,297.98,0.078402530565191419,-2.2150756407311345
